userId,num_movies,num_transitions,num_drift_points,mean_kl,std_kl,threshold,drift_rate
220,207,206,44,4.438056032122578,2.15207995451513,6.5901359866377085,0.2136
4,216,215,44,3.568028226761283,2.262653049170409,5.830681275931692,0.2047
20,242,241,44,3.7267043817558183,2.006966257317838,5.733670639073656,0.1826
317,189,188,44,4.106355480000985,2.2493874402186584,6.355742920219644,0.234
290,267,266,43,4.7416312245158725,2.3283327561219944,7.069963980637867,0.1617
372,236,235,43,4.7798616611018865,2.2595585768124105,7.039420237914297,0.183
304,216,215,42,4.316020524776901,2.1520820058082397,6.46810253058514,0.1953
325,270,269,41,4.849968306466215,2.181191141915475,7.03115944838169,0.1524
139,194,193,41,4.6036722902813825,1.8608561793822618,6.4645284696636445,0.2124
279,176,175,40,4.294849786352,2.1208787371583346,6.415728523510334,0.2286
607,187,186,40,4.024894769193139,2.095638275083539,6.120533044276678,0.2151
563,213,212,40,3.042150612787975,2.4877332181733105,5.529883830961285,0.1887
331,168,167,39,4.731987697365207,2.064054820562068,6.796042517927274,0.2335
312,223,222,39,3.394316271792988,2.1450029461065028,5.539319217899491,0.1757
313,340,339,38,3.3857402734883646,1.843086211451732,5.228826484940097,0.1121
527,167,166,38,4.698707353160346,2.0032440669929894,6.7019514201533354,0.2289
594,232,231,38,3.393491010122991,2.1808931130514755,5.574384123174466,0.1645
256,174,173,38,4.5671063616168,2.1260726033640944,6.693178964980895,0.2197
605,221,220,37,3.756780053617777,1.9825599593438732,5.73934001296165,0.1682
354,226,225,37,5.152285031659652,1.8690006258159397,7.021285657475591,0.1644
166,190,189,37,4.250170090910194,2.2660639406436527,6.5162340315538465,0.1958
520,186,185,37,4.596121679096244,2.235526044291785,6.831647723388029,0.2
95,168,167,37,4.252607020338844,2.3699496142561802,6.622556634595024,0.2216
153,179,178,37,3.9618440328047955,2.3388548160761413,6.300698848880937,0.2079
47,140,139,36,3.542544080959723,2.471789963976556,6.0143340449362785,0.259
419,155,154,36,3.6487727572325563,2.45560277203436,6.104375529266916,0.2338
328,255,254,36,4.975927980233725,1.9695313509286405,6.945459331162366,0.1417
202,403,402,36,3.04571538400599,1.943104718847251,4.988820102853241,0.0896
247,150,149,35,4.334821086117965,2.0710197085114195,6.405840794629384,0.2349
346,164,163,35,3.8159868316390266,2.3972935571615994,6.2132803888006265,0.2147
572,155,154,35,3.8828592566803173,2.2168061485972888,6.099665405277606,0.2273
266,180,179,34,3.7330057309476223,2.249201574428783,5.982207305376406,0.1899
552,188,187,34,4.770685092417941,2.076405135342669,6.84709022776061,0.1818
100,148,147,34,4.080756603574057,2.3461340249961733,6.42689062857023,0.2313
334,154,153,34,4.53852229240241,2.165086547446821,6.703608839849231,0.2222
260,152,151,33,4.499630184993493,2.2993907943654417,6.799020979358935,0.2185
268,129,128,33,4.30853599430416,2.3724748232804993,6.681010817584659,0.2578
351,141,140,33,3.6748304428672776,2.388404120533203,6.0632345634004805,0.2357
119,215,214,33,4.875068706014351,2.0124745538754047,6.887543259889755,0.1542
452,202,201,33,3.6699484505536932,1.981642753321694,5.6515912038753875,0.1642
167,173,172,33,4.7832996500901785,2.1443203610770776,6.927620011167257,0.1919
233,150,149,33,4.011876150805931,2.3103596571900304,6.322235807995962,0.2215
33,156,155,32,3.48614511500979,2.2848560664612494,5.771001181471039,0.2065
570,191,190,32,4.818012129175459,2.0626264885242733,6.8806386176997325,0.1684
408,141,140,32,3.8654087235229553,2.1856654145912358,6.051074138114191,0.2286
1,232,231,31,3.3518824332721024,1.9927436666466143,5.344626099918717,0.1342
113,150,149,31,3.1971527200247234,2.344541041330243,5.541693761354967,0.2081
326,152,151,31,3.400916709301059,2.2864601448822257,5.6873768541832845,0.2053
376,133,132,31,4.698492994996955,1.960875455623621,6.659368450620576,0.2348
137,141,140,31,4.9019518808704605,2.2444935618864936,7.146445442756955,0.2214
420,141,140,31,4.646161171764995,2.121546067896698,6.767707239661693,0.2214
409,126,125,30,4.205676995088754,2.407864955109413,6.613541950198167,0.24
479,181,180,30,4.615800853275476,2.341687000110793,6.957487853386269,0.1667
464,138,137,30,4.35573811016022,2.1505032588593416,6.506241369019562,0.219
141,168,167,30,4.057573704375009,2.0700703342144915,6.1276440385895,0.1796
129,140,139,29,4.545525469026148,2.0297233537809993,6.575248822807147,0.2086
393,123,122,28,4.46886270172977,1.9028487445716267,6.371711446301397,0.2295
377,131,130,28,4.418127773658304,2.341063168630842,6.759190942289146,0.2154
74,177,176,28,3.194662365594672,2.16731790958648,5.361980275181152,0.1591
144,128,127,28,4.745203105385673,2.1172112138202364,6.862414319205909,0.2205
308,115,114,28,4.589184617731916,2.2258696385014383,6.8150542562333545,0.2456
216,164,163,28,3.3977437010651395,2.1459209097652745,5.5436646108304135,0.1718
437,122,121,27,3.674252686618003,2.314258214535051,5.988510901153054,0.2231
254,127,126,27,4.43917715967086,2.157273250736095,6.596450410406955,0.2143
286,106,105,27,4.889388774507862,1.9541249536230285,6.84351372813089,0.2571
412,102,101,26,3.9678043287846676,2.4434715861019507,6.411275914886618,0.2574
602,135,134,26,4.8636793951874004,2.238049129059619,7.10172852424702,0.194
488,111,110,26,4.383391576338441,2.3866842012348966,6.770075777573338,0.2364
482,128,127,26,4.592161601480872,2.1700796452505178,6.76224124673139,0.2047
7,152,151,26,4.838362043815845,2.0364765638851696,6.874838607701015,0.1722
587,165,164,26,3.198267121216911,2.164467312437354,5.362734433654265,0.1585
117,165,164,26,4.837802277478296,2.1484246622255925,6.986226939703888,0.1585
80,167,166,25,2.9364612375404837,1.862839054112567,4.799300291653051,0.1506
115,112,111,25,4.089201797280986,2.101855991262077,6.191057788543063,0.2252
524,131,130,25,4.371392330594323,2.0957939888331247,6.467186319427448,0.1923
230,139,138,25,4.935480523605147,2.0668322685180462,7.002312792123194,0.1812
15,135,134,25,3.671044442923259,2.1451969501333816,5.816241393056641,0.1866
43,114,113,24,4.599956318268201,2.1962265669495435,6.796182885217744,0.2124
475,155,154,24,3.6582783888545034,1.954395062201734,5.612673451056238,0.1558
10,140,139,24,2.8901894250351794,2.3306516811179057,5.220841106153085,0.1727
411,127,126,24,4.906764719301314,2.3135906453403714,7.220355364641685,0.1905
17,105,104,24,4.670144141763988,2.1284762799631936,6.798620421727181,0.2308
405,120,119,24,4.241560676158805,2.2399528794705543,6.481513555629359,0.2017
215,98,97,24,4.0079624523915856,2.434115641322415,6.4420780937140005,0.2474
22,119,118,24,4.702035868205897,2.1074530109669634,6.809488879172861,0.2034
559,140,139,23,4.829475049177211,2.048432370483181,6.877907419660392,0.1655
369,129,128,23,4.5711679442616155,2.3570940700768537,6.928262014338469,0.1797
181,118,117,23,4.565363650296734,2.2620760408550846,6.8274396911518185,0.1966
306,112,111,23,3.8434830502318444,2.4217808407148564,6.2652638909467,0.2072
287,152,151,23,4.784947825851148,2.1284604422393567,6.913408268090505,0.1523
27,135,134,23,3.378789770018185,2.1735986007031967,5.552388370721381,0.1716
577,161,160,22,3.447564239709281,1.92559821818557,5.373162457894852,0.1375
240,128,127,22,4.709499404305557,2.227938028942123,6.9374374332476805,0.1732
234,202,201,22,3.3401879035176965,1.797944540385268,5.138132443902965,0.1095
210,138,137,22,3.378187088326379,2.2220432251117948,5.600230313438174,0.1606
314,128,127,22,4.999072071863111,2.1166988705995426,7.115770942462653,0.1732
604,100,99,22,4.622790714293459,2.1172450897667328,6.7400358040601915,0.2222
136,111,110,22,4.864405433050655,2.2211352206011634,7.085540653651819,0.2
503,95,94,22,4.477132190507991,2.265343458237295,6.742475648745286,0.234
490,113,112,22,3.4445080482230375,2.325823268639117,5.770331316862155,0.1964
201,110,109,22,4.017807812771967,2.1890098637449267,6.206817676516894,0.2018
466,113,112,22,4.78889685584047,2.0829512900323515,6.871848145872821,0.1964
83,118,117,22,4.528089318249815,2.112504887175153,6.640594205424968,0.188
309,103,102,22,3.9380934928202493,2.281764382920362,6.219857875740612,0.2157
410,167,166,21,3.092333923784544,2.0728728696736565,5.1652067934582,0.1265
362,109,108,21,4.079146901297174,1.9579377962433162,6.03708469754049,0.1944
184,134,133,21,5.138583382092564,2.206758909681508,7.345342291774072,0.1579
415,94,93,21,4.474030031264013,2.3220180900434837,6.796048121307496,0.2258
168,94,93,21,4.401803049472373,2.325589045558443,6.727392095030816,0.2258
227,94,93,21,4.557920546886916,2.062840908857107,6.620761455744024,0.2258
109,127,126,21,4.676370859861184,2.3107403240903306,6.987111183951515,0.1667
76,119,118,21,4.268158710328029,2.338467058960155,6.6066257692881845,0.178
40,103,102,21,4.97993843170822,2.232220875367776,7.212159307075996,0.2059
553,83,82,21,3.775858908072538,2.351494109218467,6.127353017291005,0.2561
370,93,92,21,4.323020250839062,2.2775262997471697,6.600546550586232,0.2283
551,123,122,21,3.91046778614203,1.9760351529888132,5.8865029391308425,0.1721
58,112,111,20,4.749386263267377,2.3414333595243297,7.090819622791707,0.1802
601,101,100,20,4.721602052040566,2.1578400320537874,6.879442084094354,0.2
418,93,92,20,4.244792134285727,2.2878729145080134,6.53266504879374,0.2174
23,121,120,20,4.247378093947327,2.2277588503598857,6.475136944307213,0.1667
191,85,84,19,4.244330567512662,2.391794281332687,6.636124848845349,0.2262
424,138,137,19,3.244526338221468,2.139093971776239,5.383620309997707,0.1387
446,84,83,19,4.8497210399499915,2.133308430499072,6.983029470449063,0.2289
460,82,81,19,4.366617544097583,2.3593642726511197,6.725981816748702,0.2346
213,84,83,19,3.6030978981827455,2.5473846064965686,6.150482504679314,0.2289
436,106,105,19,4.7369842457371565,2.42025882378445,7.1572430695216065,0.181
98,92,91,19,4.65176875001878,2.1677947090782066,6.819563459096987,0.2088
592,94,93,19,5.013624568666949,2.0972324985724993,7.110857067239449,0.2043
542,113,112,19,4.852177561800178,2.183709032051727,7.035886593851905,0.1696
554,89,88,19,3.951328337602061,2.280112600894625,6.231440938496686,0.2159
32,102,101,19,4.881236092489858,2.2367838425493476,7.1180199350392055,0.1881
470,80,79,18,4.708311836540881,1.9867527019543532,6.6950645384952345,0.2278
465,115,114,18,3.698940421011385,1.8748984969984959,5.573838918009881,0.1579
29,81,80,18,4.376172638335914,1.8664359743392667,6.2426086126751805,0.225
204,83,82,18,4.382436951099759,2.1695320334427413,6.5519689845425,0.2195
39,100,99,18,3.825574643158444,2.157333720913837,5.982908364072281,0.1818
593,103,102,18,4.866849246399532,2.2546957102295737,7.121544956629106,0.1765
159,97,96,18,3.4654959220934,2.4493027393365643,5.914798661429964,0.1875
322,107,106,18,4.906496079842478,2.089908417393856,6.996404497236334,0.1698
108,76,75,18,4.129588309620381,2.428504741040374,6.558093050660755,0.24
361,97,96,18,4.479838397400538,2.11429801641176,6.594136413812299,0.1875
373,100,99,18,5.178863858210231,1.9642043044131894,7.14306816262342,0.1818
59,107,106,17,3.4199911643774334,2.137880129764005,5.557871294141439,0.1604
178,77,76,17,4.544144809007492,2.0945112860431188,6.638656095050611,0.2237
584,83,82,17,4.793754691824792,2.390598215803554,7.184352907628346,0.2073
390,81,80,17,3.9940286089469033,2.1441497357723955,6.138178344719298,0.2125
353,90,89,17,4.587907708557645,2.2101884541795473,6.798096162737192,0.191
455,57,56,17,4.705334120765542,2.1047511854055476,6.810085306171089,0.3036
152,63,62,16,4.6274855607840975,2.0970039358101276,6.7244894965942255,0.2581
564,157,156,16,2.731512367642197,1.9074685015203485,4.638980869162546,0.1026
190,66,65,16,4.383119278574395,2.231000475885203,6.614119754459598,0.2462
445,77,76,16,4.570796078475824,2.259588202603058,6.8303842810788815,0.2105
223,75,74,16,5.342426072348635,1.8174019185217678,7.159827990870403,0.2162
310,64,63,16,3.6096827325942527,2.46246042967608,6.072143162270333,0.254
38,78,77,16,4.8304070427838415,2.1489697672961348,6.979376810079977,0.2078
34,86,85,16,4.572613506372043,1.8382385984382539,6.410852104810297,0.1882
16,98,97,16,5.056053851141671,2.028463298131211,7.084517149272882,0.1649
301,114,113,16,4.609835429600323,2.2589307279511077,6.8687661575514305,0.1416
386,68,67,16,4.743376092763752,1.9643832540244575,6.707759346788209,0.2388
165,65,64,15,4.175583903302844,2.0058911549486167,6.18147505825146,0.2344
566,74,73,15,4.659971082660514,2.0851186436224096,6.745089726282924,0.2055
526,58,57,15,3.635619825727662,2.3983082218756047,6.033928047603267,0.2632
510,108,107,15,4.584641396160257,2.414139860798906,6.9987812569591625,0.1402
211,89,88,15,3.5790060666820467,2.1797018668740136,5.75870793355606,0.1705
492,121,120,15,4.89122068555633,2.3660040485285427,7.257224734084872,0.125
541,87,86,15,5.039648978641487,2.2234834991614703,7.263132477802957,0.1744
244,93,92,15,3.816610504396361,2.131258928147218,5.947869432543579,0.163
344,69,68,15,4.147305405864967,2.0375609570504944,6.184866362915461,0.2206
337,77,76,15,4.678832584700241,2.402512681041833,7.081345265742074,0.1974
131,69,68,15,4.512307932834726,2.3468821144302474,6.859190047264973,0.2206
179,69,68,15,4.3496749915383015,2.3517097976390664,6.701384789177368,0.2206
24,110,109,15,3.3178260165431257,1.9241313363924915,5.241957352935617,0.1376
265,163,162,15,3.0904729605775363,1.9553005458963824,5.045773506473918,0.0926
426,88,87,15,3.892480127054359,2.1668943106027587,6.059374437657118,0.1724
70,62,61,15,3.426687033764287,2.502957381729032,5.929644415493319,0.2459
504,87,86,15,3.1765562279333612,2.3349431181737548,5.511499346107116,0.1744
585,61,60,14,3.4964238011018463,2.5207982451509587,6.0172220462528045,0.2333
447,78,77,14,4.778144997657221,2.159156391019438,6.937301388676659,0.1818
93,97,96,14,3.6418639291582298,1.9520321805325402,5.59389610969077,0.1458
94,56,55,14,4.405937114014588,2.017849801212903,6.423786915227491,0.2545
523,75,74,14,4.593676715884555,2.109206524566851,6.702883240451406,0.1892
79,64,63,14,4.101745052766418,2.1812790488606293,6.283024101627047,0.2222
229,65,64,14,3.952004123920024,2.2730336528939143,6.225037776813938,0.2188
457,50,49,14,4.477684393176716,2.350976502963946,6.828660896140661,0.2857
458,59,58,14,4.0719627228139625,2.4206485425531925,6.492611265367155,0.2414
417,67,66,14,4.271703169557702,2.018624897951515,6.290328067509217,0.2121
96,78,77,14,4.290808495679534,2.190965168980572,6.481773664660106,0.1818
511,52,51,14,4.300549695840263,2.112888996117546,6.4134386919578095,0.2745
102,56,55,14,4.579599792191693,2.054247165512726,6.633846957704419,0.2545
183,57,56,14,4.050662403228665,1.994279625811545,6.044942029040209,0.25
323,98,97,14,4.918274470917002,2.112228648729049,7.030503119646051,0.1443
52,130,129,14,3.544012306415802,1.899600318945339,5.4436126253611405,0.1085
427,84,83,13,4.923131312931213,2.027025678363472,6.950156991294685,0.1566
543,76,75,13,4.300308992512397,2.383691354162727,6.684000346675123,0.1733
588,56,55,13,4.582731139905211,2.0668981748491086,6.6496293147543195,0.2364
579,73,72,13,3.208517189841175,2.242797079324662,5.451314269165836,0.1806
413,56,55,13,4.176794075779083,2.2530168896654637,6.429810965444546,0.2364
401,72,71,13,3.286434826668036,1.8647349702894747,5.151169796957511,0.1831
36,60,59,13,4.236008228535828,2.136692041382158,6.372700269917986,0.2203
123,56,55,13,4.1514394543807525,2.39567524485226,6.5471146992330125,0.2364
264,56,55,13,4.656282988237604,2.004383668505066,6.66066665674267,0.2364
75,69,68,13,3.6931447101867425,2.1312925958856535,5.8244373060723955,0.1912
121,58,57,13,4.447984699387745,2.2566846913368943,6.704669390724639,0.2281
110,51,50,13,4.705984850663202,2.098482809345294,6.804467660008497,0.26
112,65,64,13,4.869372870190651,2.117706372555363,6.987079242746015,0.2031
536,40,39,12,4.272788371532747,2.274097898655773,6.54688627018852,0.3077
512,50,49,12,5.141318072410163,1.832491735000385,6.973809807410548,0.2449
429,58,57,12,4.482433041585959,2.170307412879298,6.652740454465257,0.2105
422,93,92,12,5.014925645147035,2.463753276143661,7.478678921290696,0.1304
430,58,57,12,4.3102879143456665,2.0721981401262553,6.382486054471922,0.2105
261,53,52,12,4.202249838982531,2.2261008702472425,6.428350709229774,0.2308
528,73,72,12,4.898116883258627,2.1686115057705346,7.066728389029162,0.1667
537,47,46,12,3.7036720088215573,2.340756356833144,6.044428365654701,0.2609
500,86,85,12,3.068046677150636,1.9859009096358384,5.0539475867864745,0.1412
86,70,69,12,4.9622273431377595,1.9484226864544796,6.910650029592239,0.1739
345,62,61,12,4.297302006040668,2.5053598246726474,6.8026618307133155,0.1967
343,59,58,12,4.375590109183714,2.362210034214423,6.737800143398138,0.2069
170,50,49,12,4.808627747647058,2.00883511502829,6.817462862675347,0.2449
297,72,71,12,3.0111343704101996,1.582693526988001,4.5938278973982,0.169
378,48,47,12,4.4284261043674755,1.7664883358310104,6.194914440198486,0.2553
336,56,55,12,4.50936416599029,1.79952912675143,6.30889329274172,0.2182
327,48,47,12,4.0891778592826205,2.327856850248309,6.417034709530929,0.2553
546,64,63,12,5.059747271793164,2.3369620903391204,7.396709362132285,0.1905
575,36,35,11,4.364670217999621,2.396686440746375,6.761356658745996,0.3143
571,112,111,11,2.543434942741399,2.057897332631275,4.601332275372674,0.0991
487,56,55,11,4.604017863581163,2.4582727921431204,7.062290655724283,0.2
235,65,64,11,4.838503948727281,2.185784271047026,7.0242882197743075,0.1719
224,54,53,11,3.4474753899374324,2.246741316401329,5.694216706338761,0.2075
151,59,58,11,4.028581714462168,2.298080668146404,6.326662382608571,0.1897
316,53,52,11,5.381538083496846,1.9708750400981254,7.352413123594971,0.2115
350,40,39,11,4.812890318911125,2.3191380936212935,7.132028412532419,0.2821
450,51,50,11,5.071216810435747,2.1526862217508316,7.223903032186579,0.22
185,47,46,11,3.8193521867793727,2.390223117327718,6.209575304107091,0.2391
174,67,66,11,5.150608486135556,1.9013070957646023,7.051915581900158,0.1667
72,45,44,11,4.360151251956965,2.4367302488302705,6.796881500787235,0.25
321,56,55,11,4.558790923552671,2.120334698313986,6.679125621866657,0.2
359,74,73,11,4.750262141221123,2.1477883984874495,6.8980505397085725,0.1507
358,41,40,11,3.7900618949255453,2.6428317120651093,6.432893606990655,0.275
395,61,60,11,5.149678589428046,1.7803484399892133,6.930027029417259,0.1833
14,48,47,11,4.152947796058613,2.4939671052545167,6.64691490131313,0.234
582,56,55,11,4.159385988955753,2.1148666511011935,6.274252640056947,0.2
238,44,43,11,4.591586613138261,2.176706921682621,6.768293534820883,0.2558
384,70,69,11,4.897324293961545,2.2083418320155292,7.105666125977074,0.1594
558,56,55,11,4.881585905546569,2.2437379809661326,7.125323886512701,0.2
116,87,86,11,4.995076369409705,1.9819379670445638,6.9770143364542685,0.1279
253,47,46,10,4.105001294423263,2.6697314564005614,6.774732750823825,0.2174
476,69,68,10,4.90729880615812,2.1135660892907207,7.02086489544884,0.1471
5,44,43,10,4.632458418518751,2.0812454589854545,6.713703877504205,0.2326
143,71,70,10,2.3833687307723843,1.942080900579031,4.3254496313514155,0.1429
